t,w,x,y,z,ax,ay,az
23:39:55.212697,0.99,0.03,-0.01,-0.12,0.05,-0.48,0.98
23:39:55.215697,0.99,0.02,-0.01,-0.12,0.04,-0.46,0.98
23:39:55.229338,0.99,0.02,-0.01,-0.11,0.04,-0.45,0.98
23:39:55.245338,0.99,0.02,-0.01,-0.11,0.05,-0.42,0.99
23:39:55.248338,0.99,0.02,-0.02,-0.11,0.06,-0.39,1.01
23:39:55.262338,0.99,0.01,-0.02,-0.11,0.07,-0.38,1.0
23:39:55.265338,0.99,0.01,-0.02,-0.11,0.08,-0.38,0.99
23:39:55.279338,0.99,0.01,-0.02,-0.1,0.09,-0.39,0.98
23:39:55.295338,0.99,0.01,-0.02,-0.1,0.1,-0.41,0.97
23:39:55.299338,0.99,0.0,-0.02,-0.1,0.11,-0.43,0.97
23:39:55.312338,0.99,0.0,-0.02,-0.1,0.11,-0.44,0.97
23:39:55.315346,0.99,0.0,-0.02,-0.1,0.12,-0.44,0.97
23:39:55.329346,1.0,-0.0,-0.02,-0.1,0.12,-0.44,0.97
23:39:55.346346,1.0,-0.0,-0.02,-0.1,0.13,-0.43,0.96
23:39:55.348346,1.0,-0.01,-0.02,-0.09,0.13,-0.43,0.95
23:39:55.362346,1.0,-0.01,-0.02,-0.09,0.14,-0.42,0.95
23:39:55.365346,1.0,-0.01,-0.02,-0.09,0.14,-0.41,0.96
23:39:55.379346,1.0,-0.01,-0.02,-0.09,0.13,-0.4,0.97
23:39:55.396346,1.0,-0.02,-0.02,-0.09,0.13,-0.4,0.97
23:39:55.398346,1.0,-0.02,-0.02,-0.09,0.13,-0.39,0.97
23:39:55.412347,1.0,-0.02,-0.02,-0.09,0.12,-0.39,0.97
23:39:55.415346,1.0,-0.02,-0.02,-0.09,0.12,-0.38,0.96
23:39:55.429346,1.0,-0.03,-0.02,-0.09,0.11,-0.36,0.97
23:39:55.445346,0.99,-0.03,-0.01,-0.09,0.1,-0.35,0.99
23:39:55.448346,0.99,-0.03,-0.01,-0.1,0.09,-0.33,1.01
23:39:55.462346,0.99,-0.03,-0.01,-0.1,0.08,-0.31,1.03
23:39:55.465346,0.99,-0.04,-0.01,-0.1,0.07,-0.29,1.05
23:39:55.479346,0.99,-0.04,-0.01,-0.1,0.06,-0.28,1.07
23:39:55.496346,0.99,-0.04,-0.01,-0.1,0.05,-0.27,1.08
23:39:55.498346,0.99,-0.05,-0.02,-0.1,0.05,-0.28,1.08
23:39:55.512346,0.99,-0.05,-0.02,-0.11,0.05,-0.3,1.06
23:39:55.515356,0.99,-0.05,-0.01,-0.11,0.05,-0.32,1.04
23:39:55.529355,0.99,-0.06,-0.01,-0.11,0.03,-0.33,1.04
23:39:55.546355,0.99,-0.06,-0.01,-0.11,0.01,-0.34,1.05
23:39:55.548355,0.99,-0.06,-0.0,-0.12,-0.01,-0.33,1.07
23:39:55.562355,0.99,-0.06,-0.0,-0.12,-0.04,-0.32,1.07
23:39:55.565363,0.99,-0.06,-0.0,-0.12,-0.05,-0.29,1.07
23:39:55.579363,0.99,-0.07,-0.0,-0.12,-0.06,-0.26,1.07
23:39:55.596363,0.99,-0.07,-0.0,-0.13,-0.06,-0.22,1.07
23:39:55.598363,0.99,-0.07,-0.0,-0.13,-0.05,-0.17,1.05
23:39:55.612381,0.99,-0.07,-0.0,-0.13,-0.03,-0.12,1.03
23:39:55.615371,0.99,-0.07,-0.0,-0.13,-0.03,-0.04,1.02
23:39:55.629371,0.99,-0.07,0.0,-0.14,-0.04,0.04,1.02
23:39:55.645371,0.99,-0.07,0.01,-0.14,-0.04,0.09,1.02
23:39:55.648372,0.99,-0.06,0.01,-0.15,-0.04,0.13,1.04
23:39:55.662371,0.99,-0.06,0.01,-0.15,-0.04,0.19,1.07
23:39:55.665371,0.99,-0.06,0.01,-0.16,-0.05,0.25,1.09
23:39:55.679371,0.99,-0.06,0.01,-0.16,-0.05,0.3,1.09
23:39:55.696372,0.98,-0.06,0.01,-0.16,-0.05,0.33,1.08
23:39:55.698371,0.98,-0.06,0.01,-0.17,-0.05,0.34,1.06
23:39:55.712884,0.98,-0.05,0.01,-0.17,-0.04,0.34,1.03
23:39:55.715884,0.98,-0.05,0.01,-0.17,-0.04,0.33,1.01
23:39:55.729583,0.98,-0.05,0.01,-0.18,-0.05,0.33,1.0
23:39:55.745582,0.98,-0.05,0.01,-0.18,-0.07,0.34,1.0
23:39:55.748582,0.98,-0.05,0.01,-0.18,-0.09,0.36,1.0
23:39:55.762582,0.98,-0.04,0.01,-0.18,-0.1,0.38,0.99
23:39:55.765582,0.98,-0.04,0.0,-0.19,-0.11,0.39,0.97
23:39:55.779582,0.98,-0.04,0.0,-0.19,-0.11,0.39,0.95
23:39:55.795582,0.98,-0.04,0.0,-0.19,-0.11,0.39,0.92
23:39:55.798582,0.98,-0.04,0.0,-0.19,-0.11,0.39,0.91
23:39:55.812582,0.98,-0.03,0.0,-0.2,-0.11,0.37,0.91
23:39:55.815591,0.98,-0.03,0.01,-0.2,-0.1,0.35,0.92
23:39:55.829590,0.98,-0.03,0.01,-0.2,-0.1,0.33,0.93
23:39:55.845590,0.98,-0.03,0.01,-0.2,-0.1,0.3,0.95
23:39:55.848590,0.98,-0.03,0.01,-0.2,-0.08,0.26,0.97
23:39:55.862590,0.98,-0.03,0.01,-0.2,-0.07,0.22,0.98
23:39:55.865590,0.98,-0.03,0.01,-0.2,-0.05,0.19,0.98
23:39:55.879590,0.98,-0.03,0.01,-0.2,-0.03,0.16,0.97
23:39:55.895590,0.98,-0.03,0.01,-0.2,-0.02,0.14,0.95
23:39:55.898591,0.98,-0.03,0.01,-0.2,-0.01,0.11,0.95
23:39:55.912590,0.98,-0.03,0.01,-0.2,-0.01,0.09,0.95
23:39:55.915590,0.98,-0.03,0.01,-0.21,0.0,0.07,0.95
23:39:55.929590,0.98,-0.03,0.01,-0.21,0.01,0.06,0.96
23:39:55.945590,0.98,-0.03,0.02,-0.21,0.01,0.04,0.98
23:39:55.948590,0.98,-0.03,0.02,-0.21,0.0,0.03,0.99
23:39:55.962590,0.98,-0.03,0.02,-0.21,-0.01,0.01,1.0
23:39:55.965590,0.98,-0.04,0.02,-0.21,-0.02,-0.01,1.02
23:39:55.979590,0.98,-0.04,0.02,-0.21,-0.02,-0.02,1.03
23:39:55.995590,0.98,-0.04,0.02,-0.21,-0.02,-0.03,1.04
23:39:55.998590,0.98,-0.04,0.02,-0.21,-0.01,-0.04,1.04
23:39:56.012590,0.98,-0.04,0.02,-0.21,-0.0,-0.04,1.06
23:39:56.015590,0.98,-0.04,0.02,-0.21,0.0,-0.05,1.07
23:39:56.029590,0.98,-0.04,0.02,-0.2,0.0,-0.05,1.08
23:39:56.045590,0.98,-0.04,0.02,-0.2,-0.0,-0.04,1.09
23:39:56.048590,0.98,-0.04,0.02,-0.2,-0.01,-0.04,1.09
23:39:56.062590,0.98,-0.04,0.02,-0.2,-0.02,-0.05,1.08
23:39:56.065624,0.98,-0.04,0.02,-0.2,-0.04,-0.05,1.07
23:39:56.079616,0.98,-0.04,0.02,-0.2,-0.06,-0.05,1.05
23:39:56.095616,0.98,-0.04,0.02,-0.2,-0.07,-0.06,1.04
23:39:56.098616,0.98,-0.04,0.02,-0.2,-0.07,-0.08,1.04
23:39:56.112616,0.98,-0.03,0.02,-0.2,-0.06,-0.09,1.05
23:39:56.115624,0.98,-0.03,0.02,-0.2,-0.06,-0.1,1.06
23:39:56.129624,0.98,-0.03,0.03,-0.19,-0.05,-0.1,1.07
23:39:56.145624,0.98,-0.03,0.03,-0.19,-0.06,-0.09,1.06
23:39:56.148624,0.98,-0.03,0.03,-0.19,-0.08,-0.07,1.04
23:39:56.162624,0.98,-0.03,0.03,-0.19,-0.11,-0.06,1.02
23:39:56.165624,0.98,-0.02,0.04,-0.2,-0.13,-0.05,1.0
23:39:56.179624,0.98,-0.02,0.04,-0.2,-0.14,-0.05,0.99
23:39:56.195624,0.98,-0.02,0.04,-0.2,-0.13,-0.06,0.99
23:39:56.198624,0.98,-0.02,0.04,-0.2,-0.1,-0.07,0.97
23:39:56.213138,0.98,-0.02,0.04,-0.2,-0.05,-0.09,0.95
23:39:56.216138,0.98,-0.01,0.03,-0.2,0.01,-0.12,0.93
23:39:56.229138,0.98,-0.01,0.03,-0.2,0.09,-0.14,0.91
23:39:56.246313,0.98,-0.01,0.02,-0.21,0.18,-0.15,0.88
23:39:56.248824,0.98,-0.01,0.02,-0.21,0.25,-0.13,0.84
