19:14:40.872287,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.884037,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.900956,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.901087,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.927712,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.927845,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.927946,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.957641,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.957763,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.957869,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.988619,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.988743,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:40.988845,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.019178,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.019306,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.019408,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.051198,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.051331,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.051437,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.100776,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.100912,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.101030,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.101114,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.101193,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.129379,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.129506,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.129606,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.159545,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.159670,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.159771,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.191618,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.191768,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.191876,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.223103,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.223224,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.223304,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.255042,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.255166,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.255267,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.286324,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.286444,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.286562,1,0.01,-0.01,0.02,0.01,0.03,0.99
19:14:41.288074,1,0.01,-0.01,0.02,0.01,0.02,0.99
19:14:41.318422,1,0.01,-0.01,0.02,0.02,0.02,0.99
19:14:41.318539,1,0.01,-0.01,0.02,0.03,0.01,0.99
19:14:41.318619,1,0.01,-0.01,0.03,0.05,0,0.99
19:14:41.350399,1,0.01,-0.01,0.03,0.07,-0.01,0.99
19:14:41.350522,1,0.01,-0.01,0.03,0.04,-0.01,0.99
19:14:41.350622,1,0.01,-0.01,0.03,-0.02,0.03,0.99
19:14:41.381401,1,0.01,-0.01,0.03,-0.04,0.05,0.99
19:14:41.381524,1,0.01,-0,0.03,-0.03,0.06,0.99
19:14:41.381633,1,0.01,-0.01,0.03,-0.01,0.06,0.99
19:14:41.412304,1,0.01,-0.01,0.03,-0.01,0.05,0.99
19:14:41.412434,1,0.01,-0.01,0.03,-0.03,0.05,0.99
19:14:41.412540,1,0.01,-0.01,0.03,-0.06,0.06,1
19:14:41.443251,1,0.01,-0.01,0.02,-0.07,0.07,1.02
19:14:41.443387,1,0.01,-0.01,0.02,-0.05,0.07,1.05
19:14:41.443496,1,0.01,-0.02,0.02,-0.03,0.06,1.09
19:14:41.474279,1,0.01,-0.03,0.01,-0,0.05,1.1
19:14:41.474403,1,0.01,-0.04,0.01,0.03,0.05,1.1
19:14:41.474485,1,0.01,-0.05,0.01,0.06,0.05,1.1
19:14:41.505254,1,0.01,-0.06,0.01,0.08,0.05,1.1
19:14:41.505384,1,0.01,-0.07,0.01,0.09,0.04,1.09
19:14:41.505468,1,0.01,-0.08,0.01,0.09,0.03,1.08
19:14:41.535229,1,0.01,-0.09,0.01,0.1,0.01,1.08
19:14:41.535350,0.99,0.01,-0.11,0.01,0.12,0.01,1.07
19:14:41.535434,0.99,0.01,-0.12,0.01,0.15,0.02,1.05
19:14:41.567232,0.99,0.01,-0.14,0.01,0.18,0.03,1.03
19:14:41.567353,0.99,0.01,-0.15,0.01,0.22,0.04,1.01
19:14:41.567436,0.99,0.01,-0.17,0,0.24,0.03,0.99
19:14:41.568062,0.98,0.01,-0.18,0,0.26,0.03,0.97
19:14:41.584051,0.98,0.01,-0.19,0,0.29,0.03,0.96
19:14:41.600862,0.98,0.01,-0.2,-0,0.32,0.02,0.93
19:14:41.600965,0.98,0.01,-0.21,-0,0.34,0.01,0.9
19:14:41.629214,0.97,0.01,-0.22,-0,0.36,-0,0.89
19:14:41.629315,0.97,0.01,-0.24,-0,0.37,0,0.89
19:14:41.629381,0.97,0.01,-0.25,-0.01,0.4,0.01,0.9
19:14:41.659205,0.97,0.01,-0.26,-0.01,0.42,0.02,0.9
19:14:41.659309,0.96,0.01,-0.27,-0.01,0.44,0.02,0.89
19:14:41.659377,0.96,0,-0.28,-0.01,0.47,0.03,0.87
19:14:41.690243,0.96,0,-0.29,-0.01,0.49,0.02,0.85
19:14:41.690369,0.95,0,-0.3,-0.01,0.51,0.02,0.83
19:14:41.690452,0.95,0,-0.31,-0.01,0.52,0.01,0.81
19:14:41.721320,0.95,0,-0.32,-0.01,0.53,0.01,0.8
19:14:41.721490,0.94,-0,-0.33,-0.01,0.55,0,0.8
19:14:41.721586,0.94,-0,-0.34,-0.02,0.58,0,0.79
19:14:41.751321,0.94,-0,-0.35,-0.02,0.61,0,0.79
19:14:41.751426,0.93,-0,-0.36,-0.02,0.64,0.01,0.78
19:14:41.751493,0.93,-0.01,-0.37,-0.02,0.65,0,0.78
19:14:41.783194,0.92,-0.01,-0.38,-0.02,0.65,-0,0.78
19:14:41.783304,0.92,-0.01,-0.39,-0.02,0.65,0,0.78
19:14:41.783389,0.91,-0.01,-0.4,-0.02,0.67,0,0.75
19:14:41.800250,0.91,-0.01,-0.41,-0.03,0.69,0.01,0.73
19:14:41.800332,0.91,-0.01,-0.42,-0.03,0.71,0.01,0.7
19:14:41.816926,0.9,-0.02,-0.43,-0.03,0.72,0.01,0.69
19:14:41.818485,0.89,-0.02,-0.45,-0.03,0.74,0,0.67
19:14:41.845592,0.89,-0.02,-0.46,-0.03,0.77,0,0.65
19:14:41.845695,0.88,-0.03,-0.47,-0.04,0.79,-0,0.62
19:14:41.875607,0.88,-0.03,-0.48,-0.04,0.79,-0.01,0.59
19:14:41.875708,0.87,-0.03,-0.49,-0.04,0.8,-0.01,0.57
19:14:41.875794,0.86,-0.04,-0.5,-0.04,0.82,-0.01,0.57
19:14:41.906942,0.86,-0.04,-0.51,-0.04,0.86,0,0.57
19:14:41.907075,0.85,-0.04,-0.52,-0.04,0.89,0.01,0.56
19:14:41.907190,0.85,-0.05,-0.53,-0.05,0.91,0.01,0.53
19:14:41.909052,0.84,-0.05,-0.54,-0.05,0.92,-0.01,0.49
19:14:41.937008,0.83,-0.06,-0.55,-0.05,0.92,-0.04,0.46
19:14:41.937126,0.83,-0.06,-0.56,-0.05,0.91,-0.05,0.44
19:14:41.938469,0.82,-0.07,-0.57,-0.05,0.91,-0.05,0.43
19:14:41.968417,0.81,-0.07,-0.58,-0.05,0.91,-0.04,0.42
19:14:41.968522,0.8,-0.08,-0.59,-0.05,0.92,-0.03,0.39
19:14:41.968608,0.79,-0.08,-0.61,-0.05,0.93,-0.03,0.35
19:14:41.999061,0.78,-0.09,-0.62,-0.05,0.94,-0.03,0.31
19:14:41.999166,0.77,-0.09,-0.63,-0.05,0.95,-0.04,0.27
19:14:41.999252,0.76,-0.1,-0.64,-0.05,0.97,-0.05,0.23
19:14:42.016914,0.75,-0.1,-0.65,-0.05,0.98,-0.06,0.22
19:14:42.045160,0.75,-0.11,-0.65,-0.05,0.99,-0.07,0.21
19:14:42.045264,0.74,-0.12,-0.66,-0.05,1,-0.09,0.2
19:14:42.045352,0.73,-0.12,-0.68,-0.05,1.02,-0.1,0.17
19:14:42.076171,0.71,-0.13,-0.69,-0.05,1.04,-0.11,0.13
19:14:42.076281,0.7,-0.13,-0.7,-0.05,1.05,-0.13,0.07
19:14:42.076369,0.69,-0.14,-0.71,-0.05,1.04,-0.13,0.02
19:14:42.106917,0.68,-0.14,-0.71,-0.05,1.04,-0.13,-0.02
19:14:42.107030,0.68,-0.14,-0.72,-0.05,1.04,-0.12,-0.06
19:14:42.107117,0.67,-0.15,-0.73,-0.05,1.04,-0.11,-0.1
19:14:42.109046,0.67,-0.15,-0.73,-0.05,1.03,-0.11,-0.12
19:14:42.138673,0.66,-0.15,-0.73,-0.05,1.01,-0.11,-0.15
19:14:42.138790,0.66,-0.15,-0.74,-0.05,0.99,-0.11,-0.16
19:14:42.139041,0.66,-0.15,-0.74,-0.06,0.99,-0.1,-0.18
19:14:42.168861,0.65,-0.15,-0.74,-0.06,0.98,-0.1,-0.21
19:14:42.169000,0.65,-0.15,-0.74,-0.06,0.97,-0.1,-0.23
19:14:42.169102,0.66,-0.15,-0.74,-0.06,0.97,-0.1,-0.24
19:14:42.199915,0.66,-0.15,-0.73,-0.06,0.98,-0.11,-0.22
19:14:42.200064,0.66,-0.14,-0.73,-0.06,0.98,-0.12,-0.2
19:14:42.200149,0.67,-0.14,-0.73,-0.06,1,-0.13,-0.18
19:14:42.217408,0.67,-0.14,-0.73,-0.06,1.03,-0.13,-0.16
19:14:42.219040,0.68,-0.14,-0.72,-0.07,1.04,-0.12,-0.16
19:14:42.234086,0.68,-0.13,-0.72,-0.07,1.06,-0.09,-0.16
19:14:42.250792,0.69,-0.13,-0.71,-0.07,1.07,-0.06,-0.16
